,Attribution,Change_percent,Change_percent_20_days,Change_percent_251_days,Change_percent_5_days,Company Name,Market Cap,Price,Sector,Summary
IWG,"On February 10, 2025, International Workplace Group PLC (IWG) experienced a stock change of 2.09%. To determine the specific reason for this change, several factors could be considered:

**Factors that might have influenced the stock price change:**

*   **Analyst Ratings:** Barclays upgraded International Workplace Group to Overweight and boosted its price target on February 7, 2025 which may have positively influenced the stock price.
*   **Company Performance/Announcements:** Keep an eye out for any official announcements from IWG regarding financial performance, strategic decisions, or significant partnerships that may have been released around February 10, 2025.
*   **Market Trends:** General market trends and investor sentiment towards the real estate sector could also play a role.
*   **Partnership Model:** IWG's shift towards an asset-light partnership model may be viewed positively by investors.
*   **Shareholder Actions:** A major shareholder, Buckley Capital Management, urged IWG to consider actions like share buybacks or a US listing to unlock value (September 2024).

",2.09,24.966347491695455,-1.8643525751219414,8.723651453171815,International Workplace Group plc,$1.8B,185.7,Real Estate,"International Workplace Group (IWG) provides flexible workspace solutions globally, operating a network of business centers with brands like Regus and Spaces.
"
FUTR,"Based on the information available, here's a breakdown of what's happening with Future plc's stock:

**1. Stock Buyback:**

*   Future plc is currently executing a share buyback program that was initially announced in December 2024.
*   On February 10, 2025, they repurchased 50,000 of its ordinary 15p shares through Deutsche Numis.
*   The shares were bought at prices ranging from 920.50 GBp to 942.00 GBp.
*   These shares will be cancelled, which reduces the total number of shares in issue to 109,681,289. This also impacts the total voting rights.

**2. Overall Performance and Market Conditions:**

*   Future plc stated on February 5, 2025, that its group performance for the first four months of its current financial year has been ""as expected.""
*   They are on track to meet market expectations for the year ending September 30, 2025.
*   Revenue is expected to be around £777 million (a slight decline from last year), and adjusted operating profit around £218 million (also a slight decrease).
*   The UK advertising market is still proving to be challenging for the group.
*   However, the company is seeing improvement in US digital advertising and e-commerce.

**3. Analyst Perspective:**

*   Analysts seem to have a positive outlook on Future plc, especially regarding its progress in the US advertising market.

**In summary:** The stock change you observed is likely related to the ongoing share buyback program. While the company faces some challenges in the UK advertising market, it is performing as expected overall and analysts appear optimistic, particularly about the US market.
",2.13,6.650498854284619,29.915674039177887,3.202650469353948,Future plc,$1.0B,934.5,Communication Services,"Future plc is a specialist media company operating a global platform for creating and distributing content.
"
HTWS,"Based on the information available, here's what I can tell you about Helios Towers plc as of February 10, 2025:

*   **Stock Performance:** On February 7, 2025, the stock price closed at 93.60 on the London Stock Exchange. However, the information available does not fully explain the specific reasons behind the 2.14% change you mentioned.
*   **Recent News and Targets**: Recent news from November 2024 indicates Helios Towers expects net leverage to decrease and is aiming for growth in EBITDA and return on invested capital (ROIC) in 2025.
*   **Half Year Results**: In the first half of 2024, Helios Towers reported strong momentum and reiterated a strong outlook for the year, with a focus on ROIC, cash flow generation and deleveraging.

",2.14,7.6576539578255955,26.038235890825113,0.1047120418848108,Helios Towers plc,$1.0B,95.6,Communication Services,"Helios Towers is a UK-based independent telecommunications infrastructure company focused on owning and operating towers in Africa and the Middle East.
"
GNC,"To determine the reason for the stock price change of Greencore Group plc on February 10, 2025, further information is needed. While I don't have specific real-time stock market data or news articles for that exact date, I can provide some context from recent events that may be related:

*   **Positive Analyst Ratings:** Around late January and early February 2025, several firms like RBC Capital and Deutsche Bank issued ""buy"" or ""outperform"" ratings for Greencore, with Deutsche Bank even raising its price target. This kind of positive sentiment often leads to increased investor confidence and a rise in stock price.
*   **Capital Markets Day and Financial Targets:** On February 5, 2025, Greencore held a Capital Markets Day where they announced medium-term financial targets, including a return on invested capital of over 15%, revenue growth of 3-5%, and adjusted operating profit increases of over 7%. The market's reaction to these targets could influence the stock price.
*   **Share Buyback:** In January 2025, Greencore completed a £10 million share buyback program. While the program's completion was announced earlier, the effects of such buybacks can sometimes linger and affect the stock price.
*   **Dividend Reintroduction:** Greencore had announced the reintroduction of a dividend. The ex-dividend date was January 9, 2025, and the dividend pay date was February 6, 2025.
*   **Full Year Results:** In late 2024, Greencore released its full-year results, which showed strong performance and a positive outlook. This could contribute to overall investor confidence in the company.

To get a definitive answer for the specific 2.19% stock price change on February 10, 2025, you would need to consult a financial news source that covers the stock market in real-time for that particular day.
",2.19,21.9512216734355,111.00424705043797,10.178380522164392,Greencore Group plc,$928.8M,210.0,Consumer Defensive,"Greencore Group plc is a UK-based convenience food manufacturer, supplying chilled and frozen foods like sandwiches, salads, and ready meals to major retailers.
"
INVP,"Based on the information available, here's a breakdown of what might be happening with Investec Group on February 10, 2025 and potential factors influencing its stock:

**Reasons for Stock Change:**

*   **Overall Positive Sentiment:** There are signs of generally positive sentiment toward banks, especially those involved in international and investment banking.
*   **Emerging Market Exposure:** Investec is offering structured products that provide simplified access to the Chinese equity market, which they believe is currently undervalued with potential upside. This could attract investors looking for diversification and higher returns compared to developed markets.
*   **Company Announcements:** Investec Bank plc has announced invitations for holders of its 2026 and 2027 Notes to tender their outstanding notes for purchase by the company for cash.
*   **Share Transactions:** Investec Bank plc was involved in share buyback programs for other companies like GlobalData and Kainos Group plc.
*   **Possible FTSE 100 Promotion:** Analysts believe Investec is nearing promotion to the FTSE 100

**Specifics from Today's News (February 10, 2025):**

*   **Structured Product Launch:** Investec launched ""International Opportunities Limited,"" a structured investment offering access to the Chinese equity market. This is designed to give investors exposure to emerging markets with low correlation to developed markets.
*   **Notes Tender Offers:** Investec Bank plc is inviting holders of certain senior notes due in 2026 and 2027 to tender their notes for purchase by the company.
*   **Interest Payment Notification:** An interest payment notification was issued for INLV09 INLV15 - INVESTEC LIMITED.

**Factors to Consider:**

*   **Earnings Forecasts:** There is an expected fall in earnings for the year ending March 2025. However, earnings are predicted to grow at a pace that could significantly decrease the price-to-earnings ratio by 2027.
*   **South African Operations:** The company's operations in South Africa introduce some geographic risk.

**In summary:** The 2.21 percent stock change could be related to a combination of factors. Positive sentiment towards banks, strategic initiatives related to emerging markets, and overall market dynamics are likely playing a role.
",2.21,1.9138755980861244,14.886670877014819,6.287425149700598,Investec Group,$3.3B,532.5,Financial Services,"Investec Group is an Anglo-South African international banking and wealth management group providing financial products and services in Europe, Southern Africa, and Asia-Pacific.
"
XPS,"On February 10, 2025, XPS Pensions Group plc experienced a stock price change of 2.28%.

Based on the available information, one potential reason for this change is the company's announcement of appointing Deutsche Numis as a joint Corporate Broker, working alongside Canaccord Genuity. This move is expected to enhance XPS's market presence and strengthen its brokerage capabilities.
",2.28,13.249211356466878,85.6146102029314,4.057971014492753,XPS Pensions Group plc,$733.7M,359.0,Consumer Cyclical,"XPS Pensions Group PLC is a UK-based pensions consulting and administration business, providing services to over 1,400 pension schemes.
"
SRE,"As an AI, I cannot provide real-time stock market analysis or predict the exact reasons for stock fluctuations. The stock market is influenced by numerous factors that can change rapidly. However, I can provide information about Sirius Real Estate Limited and potential factors that may influence its stock price.

**Stock Information as of February 7, 2025:**

*   **Johannesburg Stock Exchange (JSE):** The stock closed at ZAR 17.82 per share, a 1.4% drop from its previous closing price.
*   **London Stock Exchange (LSE):** Closed at 77.20 GBX, down 1.40%.

**Factors That Could Influence Stock Prices:**

*   **Company Performance:**
    *   Sirius Real Estate's earnings are expected to increase significantly over the next few years.
    *   The company's Return on Equity (ROE) is 7.7% (as of a trailing twelve-month period to March 2024).
*   **Market Conditions:**
    *   Overall market sentiment and economic conditions can impact stock prices.
    *   Sirius Real Estate has a high beta, meaning its price movements can be more exaggerated than the rest of the market.
*   **Company News:**
    *   Sirius Real Estate raised EUR 350 million through a corporate bond in January 2025.
    *   The company has been actively acquiring and integrating business parks.
*   **Other Factors:**
    *   Changes in interest rates
    *   Investor confidence
    *   Global events

**To understand the specific reason for the stock price change you observed on February 10, 2025, I recommend the following:**

*   **Check Reputable Financial News Sources:** Look for news articles or press releases specifically discussing Sirius Real Estate Limited on or around February 10, 2025.
*   **Review Financial Statements:** Analyze the company's financial reports for any significant changes or announcements.
*   **Consult with a Financial Advisor:** Seek professional advice from a qualified financial expert who can provide personalized guidance based on your investment goals and risk tolerance.
",2.33,8.071137686777966,1.379478001850635,1.607717041800643,Sirius Real Estate Limited,$1.2B,79.0,Real Estate,"Sirius Real Estate Limited is a property company that owns and operates branded business and industrial parks providing conventional space and flexible workspace in Germany and the United Kingdom.
"
WKP,"Based on the information available, here's what happened to Workspace Group Plc and some possible reasons for stock price fluctuations:

**What Happened:**

*   Unfortunately, I don't have enough real-time data to give you the exact stock change for Workspace Group Plc on February 10, 2025.
*   However, I can tell you that on February 7, 2025, the stock price closed at 462.00 GBX, with a decrease of 1.91% that day.

**Possible Reasons for Stock Price Changes:**

*   **General Market Sentiment:** Stock prices are influenced by overall market trends and investor sentiment towards the real estate sector.
*   **Company Financial Performance:** Workspace Group's financial results, such as profits, losses, rental income, and property valuations, can impact investor confidence. For example, in November 2024, the company reported a swing to profit and increased its dividend, which could positively influence the stock price.
*   **Analyst Ratings:** Analyst ratings and price targets can influence investor behavior. A consensus ""buy"" rating suggests confidence in the company's long-term strategy.
*   **Company Strategy:** Disposing of non-core assets to strengthen the balance sheet and invest in value-added projects can affect investor perceptions.
*   **External Factors:** Economic factors such as inflation, interest rates, and regulatory changes can impact the company's performance and stock price.
*   **Competition:** The competitive landscape in the flexible office space sector can influence Workspace Group's market position and stock performance.
*   **Dividends:** Increases in dividends can make the stock more attractive to investors.

**To get the specific reason for the stock change on February 10, 2025, you would need to consult a real-time financial news source that covers the London Stock Exchange.**
",2.49,10.760233918128655,-0.3522559589623863,1.0672358591248665,Workspace Group Plc,$913.4M,473.5,Real Estate,"Workspace Group PLC is a REIT that acquires, designs, develops, and owns office buildings, leasing workspace to small and medium-sized enterprises in London.
"
FSFL,"Based on the information available, here's what can be gathered about Foresight Solar Ord:

**Stock Change:**

*   On February 7, 2025, the stock price increased by 1.65% to 74.10 GBX. It is important to note that this information does not align with the 2.55% change you mentioned. I am unable to find any information about a 2.55% change in the stock price on February 10, 2025.

**Possible Factors Influencing the Stock:**

*   **Weather and Power Generation:** Poor weather conditions can lead to lower-than-expected power generation, negatively impacting the company's net asset value.
*   **Power Prices:** Fluctuations in power prices can also affect the company's financial performance.
*   **Strategic Decisions:** The company's strategic decisions, such as divestment programs and focusing on specific markets, could influence investor sentiment.

",2.55,11.623722077570724,-4.404103800105698,7.482324300000316,Foresight Solar Ord,$413.0M,75.99,,"Foresight Solar Fund invests in ground-based solar power plants and battery storage assets, primarily in the UK, aiming to provide sustainable returns and facilitate the transition to a lower carbon economy.
"
HBR,"I do not have enough real-time information to provide specific reasons for the Harbour Energy plc stock change of 2.82% on February 10, 2025. To understand the specific reasons behind the stock price change, I would recommend consulting financial news sources for the day's market analysis or looking at Harbour Energy's investor relations releases.
",2.82,-13.191643349812527,-0.48161950548869187,1.673819742489273,Harbour Energy plc,$3.3B,236.9,Energy,"Harbour Energy PLC is an independent oil and gas company involved in the acquisition, exploration, development, and production of oil and gas reserves, primarily in the North Sea and Southeast Asia.
"
FGEN,"On February 10, 2025, Foresight Environmental Infra Ord experienced a stock change of 2.87 percent. While I don't have the exact reason for this change, I can offer some possible factors based on recent news:

*   **Share Repurchase Program:** Foresight Environmental Infrastructure Limited has been actively buying back its own shares through a treasury buyback initiative. Between January 31 and February 5, 2025, they repurchased 1,047,327 ordinary shares at prices ranging from 65.94p to 67.53p per share. This buyback program could influence the stock price.
*   **Transaction in Own Shares:** On February 7, 2025, the company purchased 163,075 ordinary shares for treasury at a price of 67.23p per share.
*   **Investor Sentiment:** Investor discussions in early February 2025 showed a cautiously hopeful sentiment, potentially influenced by a recent director buy.
*   **Possible Catalysts:** Optimism exists regarding potential catalysts like possible interest rate cuts and movements in other infrastructure-related equities.
",2.87,1.2116788321167857,-23.59547570471932,3.0163400537753233,Foresight Environmental Infra Ord,$433.5M,69.33,,"Foresight Environmental Infrastructure (formerly JLEN) invests in diversified environmental infrastructure assets that support decarbonization, resource efficiency, and environmental sustainability while aiming for financial returns.
"
MGAM,"On February 10, 2025, Morgan Advanced Materials plc experienced a stock change of 3.06%.

Based on the search results, one factor influencing the stock price is the company's ongoing share buyback program. On February 7, 2025 and February 10, 2025, Morgan Advanced Materials executed share buybacks, purchasing 40,000 and 29,435 of its ordinary shares, respectively, as part of a program announced in November 2024. The buyback program aims to enhance shareholder value by reducing the number of shares in circulation.
",3.06,7.584830339321358,6.18967480270654,1.6981132075471699,Morgan Advanced Materials plc,$761.7M,269.5,Industrials,"Morgan Advanced Materials manufactures specialist products using advanced ceramics, carbon, and composites for various industries.
"
DRX,"On February 10, 2025, Drax Group plc (DRX) experienced a stock change of 3.15 percent. This increase appears to be linked to a recent agreement with the UK government regarding the operation of the Drax Power Station post-2027.

Here's a breakdown of the key factors:

*   **Agreement with the UK Government:** Drax Group has reached a preliminary agreement with the UK government to continue operating its Drax Power Station (DPS) after 2027 under a new low-carbon dispatchable Contract for Difference (CfD) scheme.
*   **Energy Security:** The agreement aims to bolster UK energy security while potentially saving consumers billions in electricity costs.
*   **Contract for Difference (CfD):** The non-binding heads of terms propose a CfD with a strike price of £113/MWh (2012 prices) indexed to the UK Consumer Price Index.
*   **Consumer Savings:** Analysis suggests this agreement could reduce electricity system costs for consumers by £1.6 billion to £3.1 billion.
*   **Drax Power Station:** The Drax Power Station is the UK's largest power station and provides around 10% of the UK's renewable energy. The agreement helps protect jobs and skills, potentially creating opportunities for investments in carbon removals and data centers.
*   **Sustainable Biomass:** The deal ensures Drax uses more sustainable sources of woody biomass.
*   **Financial Targets:** Drax is targeting average earnings before interest, tax, depreciation, and amortization of GBP100 million to GBP200 million per year from the power station over the agreement period and over GBP500 million adjusted EBITDA per year after 2027 from Flexible Generation and Pellet Production.
",3.15,6.331168831168831,58.04252950930474,5.305466237942122,Drax Group plc,$2.3B,655.0,Utilities,"Drax Group plc is a renewable energy company engaged in power generation, sustainable biomass production, and electricity sales to businesses.
"
BPT,"On February 10, 2025, Bridgepoint Group PLC experienced a stock change of 3.25%.

Based on the search results, here are some factors that could influence the stock price:

*   **Analyst Ratings:** Changes in analyst ratings can impact stock prices. Recent activity includes:
    *   Deutsche Bank maintained a ""hold"" rating with a price target increase.
    *   Citi downgraded the stock from ""buy"" to ""neutral"" with a price target.
    *   JPMorgan raised the price target while maintaining an ""overweight"" rating.
    *   BofA Securities downgraded Bridgepoint Group PLC from Buy to Neutral.
*   **Share Placement:** A group of current and former employees sold 14.7 million shares, which can cause the stock to slump.
*   **Acquisition Activity:** Bridgepoint Group agreed to acquire an additional stake in Samy Road S.L. Such acquisitions can influence investor sentiment.
*   **Market Activity:** On February 7, 2025, the shares dropped 0.3%. On February 8, 2025, the stock price reached a new 52-week high.

",3.25,17.844311377245518,53.449251753321136,3.5789473684210584,Bridgepoint Group plc,$3.1B,393.6,Financial Services,"Bridgepoint Group plc is a UK-based private equity and credit fund manager focused on investing in middle-market businesses.
"
VTY,"On February 10, 2025, Vistry Group PLC experienced a stock change. However, the exact percentage change on that specific date is not explicitly mentioned in the provided search results.

Based on the available information:

*   One source indicates that on February 7, 2025, the stock decreased by 3.82%.
*   Another source from February 9, 2025, states that the shares of Vistry Group PLC were up 1.7% on Thursday.

Additionally, a transaction in own shares was announced on February 10, 2025, where the company purchased 51,000 of its ordinary shares as part of a share buyback program. The purchased shares will be cancelled.

Without more specific information pinpointing the stock's performance on February 10, 2025, it's challenging to provide a definitive explanation for the day's stock movement. Stock prices can fluctuate due to various factors, including market sentiment, company-specific news, and broader economic trends.
",3.71,17.268292682926827,-36.703528172722486,1.6060862214708367,Vistry Group PLC,$2.0B,601.0,Consumer Cyclical,"Vistry Group PLC is a UK-based company focused on developing mixed-tenure homes and communities, operating through brands like Bovis Homes and Countryside Partnerships.
"
ITV,"On February 10, 2025, ITV plc's stock experienced a change of approximately 3.98% to 4.05%.

Here's a breakdown of factors that could influence ITV plc's stock price, drawing from recent news:

*   **JP Morgan Cazenove's target price:** On January 10, 2025, JP Morgan Cazenove set a target price of 115 GBX for ITV, suggesting a potential upside of 61.4% from the then current share price of 71 GBX. This positive outlook could contribute to investor confidence.
*   **Total Voting Rights:** On February 3, 2025, ITV announced its total voting rights and capital structure, indicating 3,753,739,800 voting rights as of January 31, 2025.
*   **Historical data:** On Feb 10 2025, 10:38, ITV PLC was at 77.05p +3.00 (+4.05%).
*   **Company Strategy:** ITV's strategic focus on its UK streaming service, ITVX, and growing its global Studios division could be viewed favorably by investors.

It's important to consider that this is just a snapshot of the information available, and a multitude of factors can influence stock prices. For a comprehensive understanding, consulting financial professionals and reviewing detailed market analysis is recommended.
",3.98,10.157365263422031,43.79346376249541,4.194855764699153,ITV plc,$2.8B,77.0,Communication Services,"ITV plc is a vertically integrated producer, broadcaster, and streamer creating, owning, and distributing content globally through ITV Studios and its Media & Entertainment division.
"
FSG,"On February 10, 2025, Foresight Group Holdings Limited announced the purchase of 50,000 of its own ordinary shares as part of its extended share buyback program. The purchases were made through Deutsche Numis at prices ranging from 374.00 GBp to 385.00 GBp per share. This increases the total shares purchased under the program to 3,130,722. 891,739 shares were transferred out of treasury in line with the Performance Share Plan.

While this information explains some activity related to Foresight Group Holdings Limited's stock, it doesn't explain the specific 4.31% change you cited. To determine the cause of the stock price change, further analysis of market conditions, overall company performance and other news events may be needed.
",4.31,9.693871857837918,-5.616064808453966,-4.444444444444445,Foresight Group Holdings Limited,$465.8M,387.0,Financial Services,"Foresight Group Holdings Limited is an infrastructure and private equity investment manager, operating through Infrastructure, Private Equity, and Foresight Capital Management segments.
"
ATG,,,,,,,,,,
N91,,,,,,,,,,
